fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_072,2025-10-22,alimentaire,4,4.0,3.28,21.0
SUP_076,2025-10-22,alimentaire,8,9.0,3.34,7.0
SUP_045,2025-10-22,alimentaire,9,10.0,3.26,17.0
SUP_002,2025-10-22,alimentaire,6,9.0,4.65,23.0
SUP_046,2025-10-22,non_alimentaire,16,14.0,15.46,12.0
SUP_059,2025-10-22,non_alimentaire,14,15.0,16.55,7.0
SUP_003,2025-10-22,non_alimentaire,19,19.0,14.0,15.0
SUP_079,2025-10-22,non_alimentaire,7,9.0,15.63,5.0
SUP_030,2025-10-22,non_alimentaire,20,20.0,15.42,18.0
SUP_007,2025-10-22,non_alimentaire,16,16.0,15.12,7.0
SUP_010,2025-10-22,alimentaire,3,3.0,3.3,34.0
SUP_065,2025-10-22,alimentaire,9,9.0,3.29,2.0
SUP_008,2025-10-22,alimentaire,4,5.0,3.18,14.0
SUP_073,2025-10-22,logistique,14,14.0,8.42,4.0
SUP_013,2025-10-22,alimentaire,8,8.0,3.59,7.0
SUP_037,2025-10-22,alimentaire,8,5.0,3.1,2.0
SUP_041,2025-10-22,alimentaire,6,7.0,3.03,27.0
SUP_046,2025-10-22,non_alimentaire,17,19.0,14.96,5.0
SUP_033,2025-10-22,alimentaire,8,8.0,3.19,3.0
SUP_004,2025-10-22,alimentaire,8,8.0,2.96,11.0
SUP_075,2025-10-22,alimentaire,3,0.0,3.05,10.0
SUP_017,2025-10-22,logistique,7,7.0,8.33,4.0
SUP_072,2025-10-22,non_alimentaire,5,5.0,16.25,9.0
SUP_040,2025-10-22,alimentaire,2,2.0,2.96,12.0
SUP_028,2025-10-22,alimentaire,4,5.0,3.1,9.0
SUP_040,2025-10-23,non_alimentaire,19,19.0,15.91,11.0
SUP_010,2025-10-23,alimentaire,10,7.0,3.05,7.0
SUP_061,2025-10-23,non_alimentaire,19,19.0,14.99,8.0
SUP_031,2025-10-23,non_alimentaire,12,12.0,14.77,20.0
SUP_061,2025-10-23,alimentaire,7,7.0,3.02,6.0
SUP_080,2025-10-23,logistique,13,13.0,8.42,4.0
SUP_021,2025-10-23,alimentaire,8,8.0,2.9,5.0
SUP_020,2025-10-23,alimentaire,6,6.0,3.11,27.0
SUP_050,2025-10-23,alimentaire,7,7.0,3.09,6.0
SUP_011,2025-10-23,alimentaire,4,4.0,3.19,7.0
SUP_052,2025-10-23,alimentaire,8,9.0,3.11,51.0
SUP_076,2025-10-23,non_alimentaire,11,11.0,,16.0
SUP_010,2025-10-23,non_alimentaire,7,7.0,15.76,17.0
SUP_062,2025-10-23,alimentaire,9,9.0,,13.0
SUP_047,2025-10-23,alimentaire,7,7.0,3.3,10.0
SUP_064,2025-10-23,non_alimentaire,9,9.0,16.38,10.0
SUP_048,2025-10-23,alimentaire,8,8.0,,5.0
SUP_039,2025-10-23,non_alimentaire,8,8.0,17.64,10.0
SUP_054,2025-10-23,non_alimentaire,20,24.0,21.12,9.0
SUP_066,2025-10-23,non_alimentaire,16,16.0,16.17,5.0
SUP_075,2025-10-23,alimentaire,9,9.0,3.17,12.0
SUP_016,2025-10-23,logistique,6,,8.23,10.0
SUP_034,2025-10-23,alimentaire,9,11.0,3.63,16.0
SUP_076,2025-10-23,non_alimentaire,7,7.0,14.16,10.0
SUP_043,2025-10-23,alimentaire,10,10.0,3.1,5.0
SUP_073,2025-10-23,non_alimentaire,12,12.0,14.53,18.0
SUP_061,2025-10-23,non_alimentaire,10,9.0,15.63,3.0
SUP_027,2025-10-23,alimentaire,3,3.0,3.23,3.0
SUP_059,2025-10-23,alimentaire,10,10.0,3.1,2.0
SUP_040,2025-10-23,alimentaire,9,,3.07,16.0
SUP_067,2025-10-23,non_alimentaire,9,9.0,15.66,11.0
SUP_003,2025-10-23,non_alimentaire,16,19.0,13.69,8.0
SUP_032,2025-10-23,alimentaire,9,10.0,3.24,4.0
SUP_017,2025-10-23,non_alimentaire,12,13.0,15.56,8.0
SUP_035,2025-10-23,logistique,6,6.0,8.62,13.0
SUP_016,2025-10-23,non_alimentaire,7,7.0,16.47,3.0
SUP_040,2025-10-23,non_alimentaire,17,18.0,16.35,7.0
SUP_040,2025-10-24,non_alimentaire,6,7.0,15.81,11.0
SUP_062,2025-10-24,logistique,7,7.0,8.38,19.0
SUP_064,2025-10-24,non_alimentaire,18,18.0,15.47,26.0
SUP_018,2025-10-24,non_alimentaire,17,17.0,15.97,9.0
SUP_010,2025-10-24,logistique,6,6.0,8.04,4.0
SUP_026,2025-10-24,non_alimentaire,16,16.0,15.54,5.0
SUP_003,2025-10-24,logistique,6,3.0,8.4,5.0
SUP_041,2025-10-24,non_alimentaire,10,10.0,15.28,6.0
SUP_070,2025-10-24,logistique,12,12.0,7.84,2.0
SUP_063,2025-10-24,non_alimentaire,15,15.0,15.67,11.0
SUP_047,2025-10-24,alimentaire,3,4.0,3.17,10.0
SUP_036,2025-10-24,logistique,11,12.0,9.0,8.0
SUP_075,2025-10-24,logistique,13,15.0,8.7,4.0
SUP_022,2025-10-24,non_alimentaire,5,6.0,16.22,5.0
SUP_046,2025-10-24,non_alimentaire,13,13.0,16.97,9.0
SUP_016,2025-10-24,alimentaire,10,11.0,3.05,34.0
SUP_076,2025-10-24,non_alimentaire,19,19.0,14.65,5.0
SUP_034,2025-10-24,alimentaire,10,10.0,3.24,8.0
SUP_050,2025-10-24,non_alimentaire,13,13.0,15.75,11.0
SUP_010,2025-10-24,alimentaire,7,7.0,3.32,7.0
SUP_042,2025-10-24,alimentaire,6,3.0,3.1,14.0
SUP_040,2025-10-24,non_alimentaire,6,6.0,16.17,5.0
SUP_062,2025-10-24,non_alimentaire,17,17.0,,15.0
SUP_070,2025-10-24,non_alimentaire,11,13.0,18.55,8.0
SUP_032,2025-10-24,alimentaire,10,10.0,3.24,6.0
SUP_075,2025-10-24,alimentaire,6,7.0,2.87,5.0
SUP_074,2025-10-25,logistique,5,8.0,7.95,9.0
SUP_070,2025-10-25,alimentaire,3,2.0,2.88,3.0
SUP_026,2025-10-25,alimentaire,9,9.0,3.31,15.0
SUP_045,2025-10-25,non_alimentaire,14,15.0,15.55,14.0
SUP_010,2025-10-25,non_alimentaire,10,10.0,16.65,6.0
SUP_026,2025-10-25,alimentaire,4,5.0,3.09,3.0
SUP_076,2025-10-25,alimentaire,2,0.0,2.69,7.0
SUP_067,2025-10-25,non_alimentaire,13,13.0,14.88,18.0
SUP_080,2025-10-25,alimentaire,7,7.0,3.11,12.0
SUP_054,2025-10-25,alimentaire,6,9.0,3.88,12.0
SUP_066,2025-10-25,alimentaire,8,,2.98,12.0
SUP_050,2025-10-25,alimentaire,5,3.0,3.11,3.0
SUP_056,2025-10-25,logistique,4,4.0,6.99,7.0
SUP_056,2025-10-25,alimentaire,9,6.0,3.7,4.0
SUP_027,2025-10-25,alimentaire,6,,3.09,4.0
SUP_032,2025-10-25,alimentaire,6,6.0,3.02,12.0
SUP_010,2025-10-25,non_alimentaire,15,15.0,14.59,5.0
SUP_040,2025-10-25,non_alimentaire,5,5.0,15.49,14.0
SUP_018,2025-10-25,alimentaire,3,3.0,,10.0
SUP_060,2025-10-25,non_alimentaire,7,7.0,15.52,5.0
SUP_030,2025-10-25,alimentaire,5,5.0,,8.0
SUP_010,2025-10-25,alimentaire,4,4.0,3.11,2.0
SUP_021,2025-10-25,alimentaire,7,7.0,2.8,17.0
SUP_013,2025-10-25,non_alimentaire,9,11.0,14.99,4.0
SUP_057,2025-10-25,non_alimentaire,13,11.0,15.5,5.0
SUP_018,2025-10-25,logistique,8,8.0,8.05,18.0
SUP_021,2025-10-25,logistique,15,18.0,8.1,12.0
SUP_041,2025-10-25,non_alimentaire,15,13.0,15.9,5.0
SUP_030,2025-10-25,non_alimentaire,19,19.0,15.96,8.0
SUP_006,2025-10-25,non_alimentaire,9,6.0,15.83,28.0
SUP_010,2025-10-26,non_alimentaire,8,8.0,14.72,9.0
SUP_064,2025-10-26,non_alimentaire,7,7.0,15.32,10.0
SUP_066,2025-10-26,logistique,5,5.0,8.6,18.0
SUP_021,2025-10-26,alimentaire,4,4.0,2.73,24.0
SUP_041,2025-10-26,non_alimentaire,14,14.0,14.61,12.0
SUP_075,2025-10-26,non_alimentaire,10,11.0,16.66,9.0
SUP_032,2025-10-26,alimentaire,5,5.0,3.13,3.0
SUP_078,2025-10-26,alimentaire,10,10.0,3.15,4.0
SUP_044,2025-10-26,alimentaire,9,10.0,3.39,4.0
SUP_071,2025-10-26,alimentaire,3,6.0,3.18,12.0
SUP_062,2025-10-26,non_alimentaire,18,18.0,16.51,4.0
SUP_052,2025-10-26,non_alimentaire,7,7.0,15.82,8.0
SUP_016,2025-10-26,alimentaire,8,8.0,3.19,13.0
SUP_010,2025-10-26,logistique,10,10.0,7.73,5.0
SUP_020,2025-10-26,non_alimentaire,5,5.0,15.7,7.0
SUP_040,2025-10-26,alimentaire,4,4.0,3.17,16.0
SUP_024,2025-10-26,alimentaire,6,6.0,3.12,34.0
SUP_061,2025-10-26,alimentaire,8,8.0,3.06,13.0
SUP_065,2025-10-26,alimentaire,9,10.0,3.2,8.0
SUP_067,2025-10-26,non_alimentaire,17,17.0,15.47,6.0
SUP_021,2025-10-26,alimentaire,5,5.0,3.44,15.0
SUP_028,2025-10-26,non_alimentaire,16,16.0,16.29,20.0
SUP_011,2025-10-26,logistique,9,9.0,8.81,9.0
SUP_018,2025-10-26,logistique,12,13.0,7.93,32.0
SUP_017,2025-10-26,alimentaire,8,8.0,3.04,9.0
SUP_076,2025-10-26,non_alimentaire,9,10.0,14.52,
SUP_069,2025-10-26,alimentaire,3,3.0,3.11,2.0
SUP_018,2025-10-26,logistique,12,13.0,7.93,32.0
SUP_041,2025-10-26,non_alimentaire,12,12.0,15.98,15.0
SUP_034,2025-10-26,non_alimentaire,18,18.0,21.14,6.0
SUP_002,2025-10-26,logistique,9,9.0,9.74,52.0
SUP_076,2025-10-26,alimentaire,5,5.0,3.3,41.0
SUP_036,2025-10-26,alimentaire,9,9.0,3.08,12.0
SUP_007,2025-10-26,logistique,5,6.0,8.38,17.0
SUP_034,2025-10-27,alimentaire,9,9.0,3.05,3.0
SUP_038,2025-10-27,non_alimentaire,20,21.0,16.35,10.0
SUP_050,2025-10-27,non_alimentaire,12,12.0,15.36,8.0
SUP_011,2025-10-27,alimentaire,6,6.0,3.09,23.0
SUP_038,2025-10-27,alimentaire,2,2.0,3.29,20.0
SUP_058,2025-10-27,non_alimentaire,9,9.0,15.87,7.0
SUP_036,2025-10-27,non_alimentaire,7,9.0,14.39,11.0
SUP_016,2025-10-27,logistique,14,14.0,7.95,
SUP_053,2025-10-27,alimentaire,10,10.0,3.01,6.0
SUP_026,2025-10-27,logistique,13,13.0,9.59,12.0
SUP_020,2025-10-27,non_alimentaire,20,20.0,16.19,11.0
SUP_028,2025-10-27,logistique,6,6.0,8.66,8.0
SUP_006,2025-10-27,alimentaire,7,9.0,3.18,4.0
SUP_055,2025-10-27,alimentaire,9,10.0,3.24,9.0
SUP_061,2025-10-27,logistique,7,7.0,8.52,6.0
SUP_014,2025-10-27,non_alimentaire,6,,15.71,8.0
SUP_010,2025-10-27,non_alimentaire,20,22.0,14.01,7.0
SUP_017,2025-10-27,logistique,12,12.0,8.47,15.0
SUP_033,2025-10-27,non_alimentaire,10,10.0,16.84,10.0
SUP_031,2025-10-27,alimentaire,7,7.0,3.15,12.0
SUP_002,2025-10-27,alimentaire,10,12.0,2.73,3.0
SUP_021,2025-10-27,non_alimentaire,8,8.0,,10.0
SUP_011,2025-10-27,alimentaire,5,6.0,3.21,27.0
SUP_048,2025-10-27,alimentaire,9,9.0,3.25,5.0
SUP_076,2025-10-27,alimentaire,3,4.0,3.32,17.0
SUP_024,2025-10-27,non_alimentaire,20,21.0,15.7,8.0
SUP_055,2025-10-27,non_alimentaire,18,19.0,15.83,14.0
SUP_054,2025-10-27,alimentaire,7,10.0,3.77,8.0
SUP_074,2025-10-27,alimentaire,10,10.0,3.8,7.0
SUP_053,2025-10-28,logistique,13,18.0,8.08,23.0
SUP_013,2025-10-28,alimentaire,5,5.0,3.25,10.0
SUP_045,2025-10-28,alimentaire,7,4.0,3.24,2.0
SUP_009,2025-10-28,non_alimentaire,6,6.0,15.79,6.0
SUP_076,2025-10-28,non_alimentaire,12,12.0,14.64,10.0
SUP_012,2025-10-28,non_alimentaire,14,14.0,14.08,2.0
SUP_016,2025-10-28,alimentaire,9,6.0,3.09,14.0
SUP_067,2025-10-28,non_alimentaire,5,5.0,15.33,4.0
SUP_063,2025-10-28,non_alimentaire,13,13.0,17.47,23.0
SUP_040,2025-10-28,non_alimentaire,8,8.0,15.87,5.0
SUP_021,2025-10-28,alimentaire,7,6.0,,2.0
SUP_003,2025-10-28,alimentaire,2,2.0,3.09,10.0
SUP_054,2025-10-28,non_alimentaire,12,15.0,12.64,4.0
SUP_018,2025-10-28,non_alimentaire,19,19.0,15.35,8.0
SUP_036,2025-10-28,non_alimentaire,7,7.0,16.82,2.0
SUP_022,2025-10-28,logistique,12,12.0,8.84,16.0
SUP_008,2025-10-28,alimentaire,6,9.0,2.94,12.0
SUP_078,2025-10-28,non_alimentaire,12,12.0,15.54,24.0
SUP_010,2025-10-28,alimentaire,6,6.0,3.2,10.0
SUP_061,2025-10-28,non_alimentaire,20,21.0,14.86,11.0
SUP_072,2025-10-28,non_alimentaire,6,5.0,15.57,26.0
SUP_068,2025-10-28,non_alimentaire,16,16.0,16.43,6.0
SUP_035,2025-10-28,logistique,15,18.0,7.8,
SUP_064,2025-10-28,alimentaire,5,5.0,3.17,13.0
SUP_074,2025-10-28,alimentaire,10,11.0,3.31,8.0
SUP_046,2025-10-28,non_alimentaire,7,7.0,14.97,6.0
SUP_076,2025-10-28,alimentaire,6,8.0,2.64,22.0
SUP_064,2025-10-28,alimentaire,9,9.0,3.09,2.0
SUP_076,2025-10-28,non_alimentaire,16,16.0,15.44,4.0
SUP_012,2025-10-28,alimentaire,10,10.0,3.08,14.0
SUP_039,2025-10-28,alimentaire,8,8.0,3.0,3.0
SUP_060,2025-10-28,logistique,12,12.0,8.73,12.0
SUP_048,2025-10-29,alimentaire,3,3.0,3.12,3.0
SUP_006,2025-10-29,logistique,8,7.0,8.53,33.0
SUP_047,2025-10-29,alimentaire,10,10.0,3.11,5.0
SUP_057,2025-10-29,logistique,7,4.0,8.66,9.0
SUP_009,2025-10-29,alimentaire,10,10.0,3.56,8.0
SUP_010,2025-10-29,alimentaire,6,4.0,3.07,19.0
SUP_056,2025-10-29,alimentaire,9,9.0,2.83,21.0
SUP_023,2025-10-29,alimentaire,6,6.0,3.0,
SUP_018,2025-10-29,non_alimentaire,19,19.0,15.8,14.0
SUP_024,2025-10-29,alimentaire,5,5.0,3.32,7.0
SUP_017,2025-10-29,alimentaire,9,10.0,3.16,8.0
SUP_040,2025-10-29,alimentaire,3,4.0,3.16,3.0
SUP_016,2025-10-29,non_alimentaire,12,12.0,15.99,12.0
SUP_018,2025-10-29,non_alimentaire,18,18.0,15.35,160.0
SUP_064,2025-10-29,non_alimentaire,9,,15.81,14.0
SUP_079,2025-10-29,alimentaire,8,8.0,3.04,17.0
SUP_054,2025-10-29,alimentaire,10,12.0,3.37,9.0
SUP_021,2025-10-29,non_alimentaire,13,13.0,15.97,13.0
SUP_053,2025-10-29,alimentaire,7,7.0,4.77,5.0
SUP_061,2025-10-29,logistique,13,12.0,8.25,10.0
SUP_017,2025-10-29,non_alimentaire,14,14.0,15.6,15.0
SUP_040,2025-10-29,non_alimentaire,7,7.0,15.77,13.0
SUP_054,2025-10-29,alimentaire,5,8.0,4.5,16.0
SUP_010,2025-10-29,non_alimentaire,18,18.0,15.93,18.0
SUP_064,2025-10-29,non_alimentaire,18,15.0,15.55,6.0
SUP_040,2025-10-29,alimentaire,3,3.0,3.35,18.0
SUP_015,2025-10-29,non_alimentaire,18,19.0,16.25,
SUP_049,2025-10-29,alimentaire,2,2.0,3.18,5.0
SUP_018,2025-10-29,alimentaire,9,9.0,3.16,21.0
SUP_033,2025-10-29,non_alimentaire,17,17.0,15.68,8.0
SUP_057,2025-10-29,non_alimentaire,15,16.0,16.77,10.0
SUP_027,2025-10-29,non_alimentaire,9,9.0,14.46,2.0
SUP_030,2025-10-29,non_alimentaire,8,8.0,123.36,30.0
SUP_016,2025-10-29,non_alimentaire,18,20.0,16.24,4.0
SUP_064,2025-10-29,non_alimentaire,11,11.0,15.33,6.0
SUP_025,2025-10-29,alimentaire,7,7.0,3.14,8.0
SUP_041,2025-10-29,non_alimentaire,6,3.0,15.55,9.0
SUP_012,2025-10-29,alimentaire,8,11.0,3.23,4.0
SUP_011,2025-10-29,logistique,7,7.0,7.97,10.0
SUP_032,2025-10-29,alimentaire,10,10.0,3.06,25.0
SUP_017,2025-10-29,alimentaire,7,7.0,3.03,12.0
SUP_035,2025-10-29,alimentaire,3,3.0,4.17,38.0
SUP_044,2025-10-29,non_alimentaire,17,23.0,19.0,3.0
SUP_078,2025-10-29,non_alimentaire,16,16.0,16.38,3.0
SUP_041,2025-10-29,non_alimentaire,6,6.0,15.39,8.0
SUP_043,2025-10-30,logistique,15,15.0,8.65,11.0
SUP_031,2025-10-30,non_alimentaire,20,20.0,17.25,13.0
SUP_058,2025-10-30,alimentaire,5,5.0,3.25,7.0
SUP_039,2025-10-30,non_alimentaire,8,8.0,15.0,3.0
SUP_052,2025-10-30,alimentaire,4,4.0,3.27,4.0
SUP_039,2025-10-30,non_alimentaire,8,8.0,15.0,3.0
SUP_021,2025-10-30,alimentaire,5,7.0,3.22,9.0
SUP_021,2025-10-30,alimentaire,2,4.0,3.33,4.0
SUP_073,2025-10-30,alimentaire,2,2.0,3.21,17.0
SUP_012,2025-10-30,alimentaire,6,7.0,3.24,3.0
SUP_046,2025-10-30,non_alimentaire,14,11.0,17.17,7.0
SUP_041,2025-10-30,alimentaire,8,8.0,3.2,51.0
SUP_053,2025-10-30,alimentaire,9,10.0,3.17,8.0
SUP_017,2025-10-30,alimentaire,6,6.0,3.13,23.0
SUP_036,2025-10-30,logistique,6,5.0,8.33,4.0
SUP_015,2025-10-30,non_alimentaire,6,6.0,16.09,16.0
SUP_004,2025-10-30,non_alimentaire,10,7.0,15.57,29.0
SUP_022,2025-10-30,non_alimentaire,18,18.0,15.56,3.0
SUP_077,2025-10-30,alimentaire,8,8.0,3.07,8.0
SUP_039,2025-10-30,alimentaire,4,5.0,3.3,22.0
SUP_012,2025-10-30,alimentaire,5,5.0,3.3,4.0
SUP_033,2025-10-30,non_alimentaire,8,8.0,16.17,5.0
SUP_036,2025-10-30,non_alimentaire,5,5.0,16.66,9.0
SUP_040,2025-10-30,non_alimentaire,10,10.0,14.68,10.0
SUP_014,2025-10-30,alimentaire,2,2.0,3.04,8.0
SUP_043,2025-10-30,alimentaire,2,2.0,3.17,4.0
SUP_025,2025-10-30,logistique,11,11.0,8.87,
SUP_054,2025-10-31,alimentaire,10,10.0,3.45,17.0
SUP_024,2025-10-31,alimentaire,3,4.0,2.9,13.0
SUP_060,2025-10-31,non_alimentaire,5,5.0,16.14,14.0
SUP_018,2025-10-31,logistique,13,13.0,8.68,13.0
SUP_056,2025-10-31,non_alimentaire,6,6.0,14.61,
SUP_030,2025-10-31,alimentaire,8,8.0,3.25,3.0
SUP_031,2025-10-31,non_alimentaire,14,16.0,16.36,14.0
SUP_079,2025-10-31,alimentaire,5,6.0,3.09,6.0
SUP_076,2025-10-31,alimentaire,6,6.0,3.12,5.0
SUP_016,2025-10-31,alimentaire,2,2.0,3.02,6.0
SUP_018,2025-10-31,non_alimentaire,18,17.0,15.42,5.0
SUP_061,2025-10-31,alimentaire,8,8.0,3.05,8.0
SUP_028,2025-10-31,non_alimentaire,12,12.0,15.32,15.0
SUP_007,2025-10-31,alimentaire,3,3.0,3.3,7.0
SUP_008,2025-10-31,alimentaire,2,8.0,3.76,4.0
SUP_035,2025-10-31,non_alimentaire,8,10.0,12.48,6.0
SUP_075,2025-10-31,non_alimentaire,7,7.0,16.19,36.0
SUP_008,2025-10-31,non_alimentaire,14,14.0,18.87,7.0
SUP_072,2025-10-31,non_alimentaire,20,20.0,16.12,18.0
SUP_034,2025-10-31,non_alimentaire,20,20.0,15.66,10.0
SUP_072,2025-10-31,non_alimentaire,12,13.0,15.62,6.0
SUP_007,2025-10-31,logistique,3,,8.39,18.0
SUP_021,2025-10-31,non_alimentaire,6,7.0,13.25,5.0
SUP_078,2025-10-31,logistique,11,11.0,8.57,34.0
SUP_036,2025-10-31,non_alimentaire,16,16.0,15.71,13.0
SUP_041,2025-10-31,alimentaire,10,12.0,3.06,9.0
SUP_008,2025-10-31,alimentaire,2,6.0,3.44,5.0
SUP_034,2025-10-31,non_alimentaire,12,10.0,20.51,7.0
SUP_073,2025-10-31,alimentaire,3,3.0,3.15,5.0
SUP_009,2025-10-31,non_alimentaire,14,14.0,16.98,6.0
SUP_006,2025-10-31,non_alimentaire,6,6.0,16.38,10.0
SUP_041,2025-10-31,alimentaire,10,10.0,3.04,13.0
SUP_038,2025-10-31,logistique,14,14.0,8.87,7.0
SUP_076,2025-11-01,logistique,15,14.0,7.72,29.0
SUP_053,2025-11-01,non_alimentaire,19,21.0,15.4,6.0
SUP_071,2025-11-01,logistique,13,13.0,,12.0
SUP_019,2025-11-01,non_alimentaire,18,18.0,16.36,5.0
SUP_050,2025-11-01,logistique,9,9.0,8.65,30.0
SUP_012,2025-11-01,alimentaire,4,4.0,2.08,10.0
SUP_037,2025-11-01,non_alimentaire,20,20.0,15.7,31.0
SUP_072,2025-11-01,alimentaire,8,9.0,3.15,9.0
SUP_028,2025-11-01,non_alimentaire,7,7.0,15.55,11.0
SUP_017,2025-11-01,alimentaire,10,9.0,3.07,4.0
SUP_066,2025-11-01,logistique,9,9.0,7.88,
SUP_050,2025-11-01,non_alimentaire,18,18.0,15.89,7.0
SUP_069,2025-11-01,alimentaire,3,3.0,3.16,4.0
SUP_032,2025-11-01,non_alimentaire,9,9.0,15.76,8.0
SUP_019,2025-11-01,non_alimentaire,11,11.0,16.55,3.0
SUP_066,2025-11-01,alimentaire,6,6.0,3.22,8.0
SUP_064,2025-11-01,non_alimentaire,14,14.0,15.23,13.0
SUP_013,2025-11-01,non_alimentaire,5,5.0,15.83,4.0
SUP_052,2025-11-01,alimentaire,3,3.0,2.99,4.0
SUP_047,2025-11-01,alimentaire,4,4.0,3.09,6.0
SUP_010,2025-11-01,logistique,12,12.0,8.18,12.0
SUP_018,2025-11-01,non_alimentaire,17,17.0,15.41,18.0
SUP_067,2025-11-01,non_alimentaire,19,20.0,15.47,10.0
SUP_043,2025-11-01,alimentaire,5,5.0,3.2,7.0
SUP_051,2025-11-01,logistique,11,16.0,7.75,22.0
SUP_048,2025-11-01,non_alimentaire,12,14.0,15.75,5.0
SUP_021,2025-11-01,alimentaire,7,7.0,3.09,11.0
SUP_071,2025-11-01,alimentaire,8,11.0,3.71,2.0
SUP_037,2025-11-01,alimentaire,9,9.0,3.06,8.0
SUP_047,2025-11-01,non_alimentaire,15,15.0,15.45,7.0
SUP_064,2025-11-01,non_alimentaire,12,9.0,15.83,8.0
SUP_023,2025-11-01,non_alimentaire,17,17.0,16.54,10.0
SUP_027,2025-11-01,logistique,14,14.0,8.57,8.0
SUP_019,2025-11-01,non_alimentaire,18,18.0,16.36,5.0
SUP_010,2025-11-01,alimentaire,8,8.0,3.6,3.0
SUP_050,2025-11-01,non_alimentaire,11,12.0,15.63,7.0
SUP_006,2025-11-02,non_alimentaire,17,17.0,15.44,20.0
SUP_069,2025-11-02,non_alimentaire,18,19.0,14.97,3.0
SUP_018,2025-11-02,non_alimentaire,15,15.0,14.74,13.0
SUP_054,2025-11-02,alimentaire,7,7.0,4.4,21.0
SUP_038,2025-11-02,alimentaire,7,7.0,3.23,19.0
SUP_076,2025-11-02,alimentaire,3,3.0,2.64,8.0
SUP_039,2025-11-02,non_alimentaire,12,14.0,16.58,9.0
SUP_063,2025-11-02,alimentaire,4,5.0,3.6,5.0
SUP_009,2025-11-02,non_alimentaire,19,19.0,13.97,13.0
SUP_054,2025-11-02,alimentaire,5,8.0,2.98,4.0
SUP_079,2025-11-02,logistique,9,9.0,8.64,11.0
SUP_021,2025-11-02,non_alimentaire,7,7.0,15.0,11.0
SUP_054,2025-11-02,alimentaire,4,4.0,3.95,6.0
SUP_002,2025-11-02,non_alimentaire,6,7.0,16.45,25.0
SUP_027,2025-11-02,logistique,3,3.0,8.12,16.0
SUP_018,2025-11-02,alimentaire,6,3.0,2.92,36.0
SUP_042,2025-11-02,logistique,9,9.0,8.57,14.0
SUP_079,2025-11-02,alimentaire,5,5.0,3.24,8.0
SUP_051,2025-11-02,logistique,3,7.0,8.14,10.0
SUP_053,2025-11-02,alimentaire,8,11.0,3.69,
SUP_009,2025-11-02,alimentaire,7,7.0,2.93,6.0
SUP_058,2025-11-02,alimentaire,9,9.0,3.31,3.0
SUP_063,2025-11-02,non_alimentaire,5,5.0,16.9,5.0
SUP_049,2025-11-02,alimentaire,6,7.0,3.19,6.0
SUP_040,2025-11-02,alimentaire,5,5.0,3.22,13.0
SUP_016,2025-11-02,alimentaire,2,2.0,3.12,10.0
SUP_009,2025-11-02,non_alimentaire,11,11.0,14.8,9.0
SUP_043,2025-11-02,alimentaire,6,6.0,3.29,15.0
SUP_069,2025-11-02,alimentaire,4,4.0,3.14,5.0
SUP_076,2025-11-02,alimentaire,10,11.0,3.07,12.0
SUP_061,2025-11-02,alimentaire,6,6.0,3.04,37.0
SUP_060,2025-11-02,logistique,5,2.0,8.42,5.0
SUP_017,2025-11-02,non_alimentaire,17,17.0,15.7,12.0
SUP_041,2025-11-02,non_alimentaire,9,9.0,14.81,3.0
SUP_044,2025-11-02,non_alimentaire,20,20.0,15.49,
SUP_058,2025-11-02,non_alimentaire,14,15.0,16.19,9.0
SUP_067,2025-11-02,non_alimentaire,17,17.0,15.22,6.0
SUP_066,2025-11-02,non_alimentaire,8,8.0,15.07,16.0
SUP_073,2025-11-02,alimentaire,2,3.0,3.18,9.0
SUP_061,2025-11-02,non_alimentaire,15,15.0,15.41,11.0
SUP_004,2025-11-02,alimentaire,6,6.0,2.94,
SUP_067,2025-11-03,non_alimentaire,9,9.0,15.56,4.0
SUP_019,2025-11-03,non_alimentaire,7,5.0,16.14,3.0
SUP_061,2025-11-03,non_alimentaire,11,11.0,15.06,18.0
SUP_018,2025-11-03,non_alimentaire,19,19.0,15.87,14.0
SUP_023,2025-11-03,alimentaire,10,11.0,3.13,5.0
SUP_072,2025-11-03,non_alimentaire,7,7.0,15.21,9.0
SUP_079,2025-11-03,non_alimentaire,8,8.0,15.72,28.0
SUP_040,2025-11-03,alimentaire,5,5.0,3.1,2.0
SUP_040,2025-11-03,non_alimentaire,19,19.0,16.11,5.0
SUP_001,2025-11-03,alimentaire,3,3.0,3.14,25.0
SUP_035,2025-11-03,non_alimentaire,17,16.0,14.54,18.0
SUP_047,2025-11-03,non_alimentaire,18,16.0,15.17,2.0
SUP_004,2025-11-03,non_alimentaire,10,8.0,15.64,5.0
SUP_020,2025-11-03,alimentaire,7,9.0,3.11,
SUP_013,2025-11-03,non_alimentaire,13,13.0,14.75,5.0
SUP_058,2025-11-03,alimentaire,8,9.0,3.13,14.0
SUP_022,2025-11-03,non_alimentaire,6,6.0,16.23,9.0
SUP_062,2025-11-03,non_alimentaire,12,12.0,15.53,3.0
SUP_054,2025-11-03,non_alimentaire,11,11.0,12.05,52.0
SUP_059,2025-11-03,logistique,3,3.0,8.27,29.0
SUP_052,2025-11-03,logistique,5,6.0,,15.0
SUP_048,2025-11-03,non_alimentaire,5,5.0,15.95,2.0
SUP_040,2025-11-03,logistique,6,8.0,8.21,12.0
